source,target
"MUJE PASAND HEIN, KYA VOH ACHE GUY YA BURA?",I like him. Is he a good guy or bad?
"vo log tho , logon ka dreams tho collect kar ke dream world bana dega.",they dive into peoples dreams to gather info from the dream world
"I found it to be to gruesome aur reting se sahamat nahin tha. lekin phir, mujhe hinsak philmen pasand nahin hain.","I found it to be to gruesome and didn't agree with the rating. But then, I don't like violent movies."
"aap check kar lo. 1974 ke novel se tha peter benchley likhe huve the., muje rate ke baare mein patha nahi, probably R diye hongae","I hope that you check it out. It is based on a 1974 novel by Peter Benchley. I'm not sure what it is rated, but probably R."
YEH BLACK COMEDY HEI ACTION NAHI,It is a black comedy not action
mera second paragraph abhi aaya..,My second paragraph just came up
hi! hum John Wick movie par discussion kar rahe honge!,Hi! We'll be discussing the movie John Wick!
usne as Don Cobb play kiya he,He plays as Don Cobb
movie dono ka acha mix hai lekin main kahunga ki ye more drama hai jisme beech mein thodi good laughs hain,the movie is a good mix of both but i would say it is more of a drama that has a good laugh once in a while
ache hein yar... kya use eventually pay miltha?,"That's nice of her, did he pay her back eventually?"
"Jabki me sahi tha, mujhe nahi lagta mai conspire karunga US government ke khilaf.","Even if I was right, I don't think i could conspire against the US government"
kevin ghar par reh jata hai kyunki power outage ki wajeh se family oversleep kar leti hai aur flight ke liye late ho jati hai to confusion me wo kevin ko misplace kar dete hain kyunki usey pichli raat ko attic mein bheja tha misbehave karne ke liye.,kevin is left home because a power outage caused the family to oversleep and be late for their flight so in the confusion they misplaced kevin as he was sent to the attic for misbehaving the night before
Hi. Hum jiske baare me baat karege wo Bruce Almighty hai. Ye ek comedy movie jisme star Jim Carrey aur Morgan Freeman hai.,Hi. Bruce Almighty is the movie we will be talking about. It is a comedy starring Jim Carrey and Morgan Freeman.
hello.. tho rotten tomatoes ka score tho ache hein is movie ko,"Hello. So, this movie has a pretty good Rotten Tomatoes score!"
end me use ye determine karne me trouble ho raha tha ki ye reality hai ya dream hai. ye yah nahi kahta ki kuch par based hai.,Something about at the end he has trouble determining which is reality and which is a dream. It doesn't say it's based off anything.
good.. aap?,Good. How are you?
Bahut hi Gutsy move hai Ye log actually pulled ho gaye,pretty gutsy move these guys actually pulled
Kahi lika hai ki movie kitnee lambee hai? Mere screen per kuch nahin lika hai.,Does it say how long the movie is? I have no information about it on my screen at all
"Is turk hit mein kahate hai ki hum donon ko pardhane ke liye paragraph mila hai, magar muje nahi mila....whatever.",It says in the turk hit that we will both have the paragraph available to read and I don't so....whatever I guess
kya typically aap musicals like karte ho?,Do you typically like musicals?
"as the antagonist Michael Shannon hai, Richard Jenkins as Elisa's friend, aur Octavia Spencer bhi as her friend hai","Also there is Michael Shannon as the antagonist, Richard Jenkins as Elisa's friend, and Octavia Spencer as her friend also."
Yes mujhe unke character ke liye khed hai par unha character bahut kuch Freinds days ki tarah tha.,Yes I feel sorry for her character but her character sounds too much like her Friends days.
Mujhe lagta he ke sabhi actor achcha acting kiya hai lekin tin main actors bahot hi achcha kiya hai,Well I think the actors all did a fabulous job and the three main actors are all very good actors.
Aapne uske bare me suna he,have you heard of it
Hi!,Hi!
Oh?? Why not? Tumhe comedies pasand nahi?,Oh?? Why not? Do you not like comedies?
wo neck marks ke shape kya they,What were the shape of those neck marks?
Isake baare mein can you tell me anything?,Is there anything else you can tell me about it?
Katie Holmes ki performance ke baare mein tum kya sochte ho?,What did you think about Katie Holmes performance?
"Tumne inception dekhi hai? If not, you should. Complicated hai par kaafi acchi ha.","Have you ever seen Inception? If not, you should. It's complicated but very good."
acha mein sab boltha hoon us keyscene ke baare mein.,Let me tell you about it. It's bringing up key scenes.
voh toh ache shuruvad hein,This is a good beginning
hi! kya aap Blindside with sandra bullock ko dekha?,Hi! Have you seen the Blindside with Sandra Bullock?
"philm ek sangeetamay hai, 89% सड़े टमाटर की रेटिंग है, aur staars idina menzel. vah sangeet dusht ke lie prasiddh tha.","The movie is a musical, has a 89% Rotten Tomatoes rating, and stars Idina Menzel. She was made famous for the musical Wicked."
Pahale Avengers mein se aapaka pasandeeda sadasy kaun hai?,Who is your favorite member from the first avengers?
"Rotten Tamatar score he, 86%",The Rotten Tomatoes score is 86%
katie holmes ka performance ke baare mein aapka kya khayal hein?,What did you think about Katie Holmes performance?
kyon voh itna kadva baath kiya?,Why was he hard to speak with?
"Alfred se love karo, wohi backbone hai.","Love Alfred, he is the backbone"
Kya tumhe pata hai ki kaise pata chalta hai ki ho gaya?,Do you know how we tell when we are done?
Us time ke president nixon the,The president during that time was Nixon
muje lagtha hein ki voh usse kuch bothered huva aur voh apni family ko kahi privileges par le chali,I think it also really bothered her that their family took so many privileges for granted.
Rotten Tomatoes ne toh 96% deya tha aur yeh movie tho 2010 ka hein,"Rotten Tomatoes has rated it 96% so that's decent, and it is a movie from 2010"
jo part mein us creature ko release kiya woh pretty crazy hai,The part where she was going to release the creature is pretty crazy
Jabki mujhe lagta hai ki Emma Stone ne bahut badiya kam kiya hai,I thought Emma Stone did a fantastic job though
ye kon se corporation mei kam karte hai?,What corporation was he working for?
khilaune ke kuchh any prakaar kya hain,What are some of the other kinds of toys?
isamen koee prasiddh hai?,Anyone famous in it?
"Yes, Jim Carry pehle ke dino me aur jyada hilarious the. Morgan Freeman hamesha God ki tarah sound karte hai.","Yes, Jim Carrey was much more hilarious back in the days. Morgan Freeman will always be the sound of ""God"" to me."
mujhe uska character pasand hai. or maine apne dog ka name woi rakha hai lol.,I like his character. Thats what i named my dog lol
"haan yar, muje bhi pasand hein.. voh badiya alfred hein.. muje morgan freeman bhi pasand hein.",That's right. I thought he was great. He is the best Alfred. I agree about Morgan Freeman as well.
Michael Caine ne.,Micheal Caine
"NAHI, SARCOSSE NE","No, Sarcosse"
"Mujhe check karne padega, mai bhul sa gaya tha is wale ko.",I'll have to check it out. Kind of forgot about this one
RAND se daniel Ellsberg se apni working end kiya.,Daniel Ellsberg ended up working for RAND.
mein maantha hoon. muje bhi dikh raha hoon ki yeh batman apni life ka crime ko fight karne ka pursuing kartha hein,I agree. I can see why it led to Batman pursuing a life of crime fighting.
"Anna Elsa ko khojane jaati hai aur raaste mein kuchh nae friends se milati hai. jab ve Elsa,ko confront karate hain, to vah galatee se confront ko phir se injure kar detee hai.","Anna goes to find Elsa and meets some new friends along the way. When they find and confront Elsa, she accidentally injures Anna again."
nahi muje nahi patha.. lekin mein first matrix ko enjoy kar raha tha lekin donon aapas mein hit kar rahe thei.. dono us place ke liye knocked out kar rahe they,Noooo I didn't know that. I enjoyed the first Matrix but the other two were trying to hard to be the hit the first one was. Saying that I can see why it knocked it out of it's place.
uska own family mein kya wrong hein?,What was wrong with her own family?
muje lagtha hein ki muje end ko fir dekhna chahiye,It seems like I will have to rewatch it in the end.
khaani,story
mujhe bhi wo acha lagta hai par mujhe uske liye bura laga. Lagta hai wo Batman mein as a key player kafi bar dismiss hota hai,I like him also but I felt bad for him. He seems to be dismissed often as a key player in Batman
ye sab dukh vah kushi ka samay hai,Yes it was sad but happy at the same time.
agar muje powers miltha tho mein bhi aise hi kartha lol,"Likewise, I kind of wish I had his powers so I could do the same lol"
"Voh Duke, jo Anna gir gayi thi voh monster hein. Elsa toh bhag gayi, lekin uska kingdom ko eternal winter ho gaya uska magic ke kaaran","The Duke, the guy Anna fell for, brands her a monster. Elsa runs away, but the kingdom is left in an eternal winter, due to her magic."
Voh pack ka neta hai mujhe nahin lagata ki Avengers utana lokapriy hoga jitana ki vah teem ka neta nahin tha,He is the leader of the pack. I really dont think the averages would be as popular as it is if he wasn't the leader of the team
I agree. Lagta hai wo apne emotions hold back karti hai. Bohat dull.,I agree. It seems like she holds back on her emotions. Very dull
seriously! first week mein hi box office ko knocked off kara aur Matrix reloaded,Seriously! Did you know it knocked off The Matrix Reloaded from the box office during its first week?
Michael foster care mein tha apni maa ke drug addiction ki wajeh se. Wo foster homes se bhag jata hai. Ek private school ka coach usey high school mein recruit kar leta hai par wo academically kafi peeche lagta hai aur uska graduate hona impossible lagta hau. ye kafi great sports movie hai.,Michael was in foster care due to his mother's drug addiction. He ran away from foster homes. A coach of a private school recruits him into high school but he seems so far behind academically it seems impossible for him to graduate. It is a great sports movie!
"acha kitna funny hein, kya aapko laga ki IMDB ka rating appropriate hota hein?","Oh, how funny. Do you think that the IMDB rating is appropriate?"
Morgan Freeman sob roles bahot hi achcha karta hai,Morgan Freeman is a good in all his roles
scientific kaho.,Says scientific
Songs kaise the?,How were the songs?
lekin sab kuch pretty artfully kiya gaya hai,But everything is done pretty artfully etc
Tumhe konsa member pasand nahi hai?,Which member do you dislike?
yeh yek aise movie jo meine dekha lekin thoda unusual love story hein,"This is the only movie I have seen of his, but it was definitely an unusual love story"
"Mujhe pata hai, par mai khush hu ki woh jeeta.",I know.. but I'm glad he prevailed
Mujhe lagta hai ki yah bahut sad hai ki Bruce ne Chill ko marne ka socha. Yah use dark bana deta.,"I think it is very sad that Bruce thought about killing Chill. That would have made him ""dark"" also."
bye aur movie par maje karo,Bye and have fun at the movie!
Mujhe surprised nahi hoga ye jaankar ki Ye ek Hidden Real Story thi jo ki Government nahi chahti ki bahar aaye.,I would not be surprised at all if this was a hidden real story that the government did not want to get out
haa sahi mei critics enjoy karenge,Yes and really the critics seemed to enjoy it
Mujhe bhi Ginnefer Goodwin pasand hai,I ALSO LIKE GINNEFER GOODWIN
pichle species stereotypes dekho,LOOK PAST SPECIES STEREOTYPES
"MUJE LAGTHA HEIN KI MEIN IS MOVIE KA TRAILER DEKHA HOON, MUJE LAGTHA KI MICHAEL DOUGLAS BHI IS MOVIE MEIN HEIN",I think I remember seeing the trailer and I think Michael Douglas is also in the movie
isme shooting aur sex hai,its got shooting and sex
mein tho sports family ka hoon aur mein tho is movie ka fan hoon. yeh tho true story mein based kiya hein.,I was raised in a sports family and I am a movie fan. This is based on a true story.
"haan, belfort ne apne wife ko choda aur voh us prostitues mein mila drugs use karte",Yep. Belfort also loses his wife after she discovers he has been sleeping with prostitutes and using drugs
"Mujhe wo scene pasand nhi aaya jahan Mia ne use chhod diya, jabki wo bht dukhad tha.","I didn't like the scene where Mia left him at the end though, it was sad"
"is movie mein, maa ka birth isme nahi dekhayei gaye.. michael tho college nikla",The birth mother doesn't show up in the movie. Micheal does go off to college.
Kya tum infinity wars ke liye excited ho?,Are you excited about infinity wars?
"Main dekh raha hoon, but kuch dikha nahin.","I AM LOOKING, BUT I DON'T SEE ANYTING"
marvel movies flop nhi hoti but i feel as uski movie flop hogi.,marvel movies dont flop but i feel as if her would flop.
tumhari bhi! tumse baat karke achcha laga!,you too! nice talking to you!
Maybe date night par,Maybe on a date night
"mein soch raha hoon , ki original jaws toh badiya movie hein",I was thinking of how I remember what a good movie the original Jaws was.
Jim Varney slinky dog hai,Jim Varney is a slinky dog
thor se ab aur zyada mohabbat hai uski third movie ke baad. mera favorite hai captain america.wo sub se interesting character hai mere liye,Love thor even more now after his third movie. My favorite is captain america. Hes the most interesting character to me
Kya Kevin ki mom ne burglars se pehle use pakad liya?,Does Kevins Mom get to him before the burglars do?
Mere vichar se Emma Stone ne fantasic job kiya hai,I thought Emma Stone did a fantastic job though
"ek critic ne kaha ki yeh ""Weirder"" ho.","A critic did say it could be ""weirder"""
kya yeh true story hein?,What is the true story?
Bahut acche! tum at least kah to sakogi ki tumne us samay ka ek revolutionary classic dekha.,Great! You at least will be able to say that you saw a revolutionary classic of that time.
ye adoptivemother ka bond aur underprivileged kid ki adversity ko overcome karne ki ability bhi dikhata hai.,It is also one that shows the bond of the adoptive mother and the ability for an underprivileged kid to overcome adversity.
Chalo ise ek aur exchange dete hai.,Let's give it one more exchange.
Drama kaisa tha?,What about Dramas?
cast ke baare me tum kya sochte ho,What did you think of the cast?
"Neither mere paas hai, lekin is tarah ke score ki kuchh other movies check karanee hogee","Neither have I, but with scores like that I'll have to check out some other films"
I agree,I agree
ye score jyadatar studio wale khud inflate kara dete hai. mai hamesha trust nahi karta inhe,Those scores are often inflated by the studios themselves. I don't always trust RT
namaste?,hello?
Main ab conversation ko khatam karne ja raha hu. Good afternoon.,I'm going to push finish conversation now. Have a good afternoon.
or ha MerylStreep vi mai biswas karta hu,yeah and Meryl Streep as well I believe
Tujhe superhero movies pasand hain?,Do you like superhero movies>
Apko bhi! Apse baat karke achha laga.,you too! nice talking to you!
"mai kuch ko dekhta hu, par mai unke bare me bahut hi picky hun.","I watch some, but I'm very picky about them"
bilkul ! Agar woh first wali ke jaisi hai to great hogi. Plus mujhe nahin lagta Joss Whendon kuch wrong kar sakta hai lol.,"Absolutely! If it's anything like the first one, it'll be great. Plus I don't think Joss Whedon can do any wrong lol."
"haan yar. mein bhi is movie ke baare mein suna hoon, kahi saal ke pehle aaya tha na.","Ohh yes I remember hearing about that movie, but it was a long time ago it feels like."
mene soch 1966,I think 1966
Kya burglars ko ralize hua ki they are being fooled by a kid that is home alaonee?,Do the burglars realize they are being fooled by a kid that is home alaonee?
"Main sochta hun May bhi accha hai, Maine nahi kaha ki maine tom hardy ko nahi suna. Kya yanha aur koi supporting actors hai?",I think I may as well. I can't say I've heard of Tom Hardy however. Is there any other supporting actors?
"wo todhi pagal thi, magar use akele aise rookie par nahi jana tha","She was a bit naive, but she also shouldn't have been out alone as a rookie."
exactly lekin kuch log khud ke personal gain ke liye evil hona pasand karenge dusron ki help karne ki bajaye,exactly but some would rather be evil for their own personal gain than to help others
bahut muzedar aur bahut pasand aane wali holiday treat,VERY FUNNY AND A VERY LIKABLE HOLIDAY TREAT
Main movie ke bare mein bahut janta hun,I'm a movie buff in general
Jo log dosaron ke mind main jaate hain unhe extractors kehte hain,The people who go into other people's minds are called extractors.
mein bhi aise hi kartha is bruce ka situation ko lol,I probably would have done the same if I had been in Bruce's situation. LOL'
kya vaakahi mein voh apni new company mein people ko scam karne ko try kiya?,Will he try to not scam people in his new company?
"to kya aap philm kee reting se sahamat hain? kaee logon ko yah ek daraavana thrilar lagata hai, lekin any log ise bheeshan bataate hain. tum kya sochate ho? kya aapako is tarah kee philm pasand hai?","So do you agree with the ratings of the movie? Many people find it to be a scary thriller, but others describe it as being too gruesome. What do you think? Do you like this kind of movie?"
"sukhad, nice charcha, bye.","Cool, nice chatting, bye."
to bahut se critic's agree karte hai ki yeh good movie hai?,So most of the critics agree it's a good movie?
mujhe pata hai fire scene horrible tha,I know the fire scene was horrible.
shayad. usko character build karne madad milegi aur wo flat nahi lagegi,Maybe. It would help build her character up and she wouldn't seem as flat
bilkul true! as well isne cinemascope ka B bhi receive kiya!,Very true! It also received a Cinemascore of B as well!
"Raja aur Rani chhoti behen ko heal karane ley jaate hain, aur jo use heal karta hai wo uski memory bhi change kar deta hai taki wo apni sister ki magical abilities ke bare mein bhool jaye.","The king and queen take the younger sister to be healed, and the being that heals her also changes her memory so that she doesn't remember her older sister has magical abilities."
Haan mein bhi . Wo bahut accha actor hai.,"Yes, me too. He is a very likable actor!"
Mere pas nahi he,I haven't
"accha theek he, yeah me big scifi fan nahi hu but kuch movies he is genre me jinhe me still, enjoy karta hu.","Oh okay, yeah I'm not a big scifi fan but there are a few movies I still enjoy in that genre."
cast ke bare me aap kya sochte ho?,What did you think of the cast?
utna bad nahin hai,not bad though
Is movie ka cinemascore A hai. Main bilkul bhi surprsied nahi hun ye hear kar ke. Sabhi actors ne fabulous kaam kia.,The cinemascore for this movie is an A. I'm not surprised at all to hear that. All of the actors did a fabulous job.
now ye uska tarika tha jisme wo market me add karta hai phone par sun kar,Now it is the way he markets ads by listening through the phones
mera bhi blank hai,Mine is blank also
"yah muje ye bahut pasand hai,yah hamare sare emotion yek samay me le ata hai","I agree. That's the type that gets to me the most. Lol. It tugs on all of your emotions at the same time,"
Us time pe kon president tha mujhe nai pata.,who was president at the time I wonder?
jab voh uska face mein powder dala tho usse sabhi dekh jaathi.. us scene mein thoda wicked nazar aatha,The scene when they blow the powder in his face and he starts seeing things... that was pretty wicked.
"no, mujhe nahi known tha parantu about it suna tha","No, I have not but have heard of it. What is it about"
"haan, yeh dramatic film hein",It does. Its a great dramatic film.
yeh mostly bacho ke bedroom mein hoti hai.,It is mostly in a kids bedroom.
eyy cinema sayad viyatnam ke yaudh ka samay ka hai ya fir ukse bad.,So this movie takes place during or after the Vietnamese war?
"haan I agree! Michael Shannon great enemy banta hai, aur Richard Jenkins hamesha ek great character actor hai","Yeah I agree! Michael Shannon makes a great enemy, and Richard Jenkins is always a great character actor."
"Hello,movie ko wolf of wall Street bulaya jata he","Hello, the movie is called the wolf of wall street"
acha ab mein chala. aapse chat karne se muje kushi hein,"Ok, let's get this done. Nice chatting with you either way! :-)"
I don't think main woh movie phir se dekhunga,I do not think I would rewatch this movie.
"are vah, yeh toh bahut badiya hein","Oh no, that is awful"
"haan lagtha ki elite ne intended kiya hein, lekin kaafi money kharch kiya hein","Seems like it was intended for the elite, but he saw the amount of money to be made by globalizing it"
aapka konsa,Who was yours?
"Rotten Tomatoes main uska rotten score hi tha, so I think i am swayed by that.","Rotten Tomatoes has a rotten score for it, so I think i am swayed by that."
Daniel Ellsberg ne US troops ke sath kon se year kiya tha,In what year did Daniel Ellsberg accompany the US troops in the movie?
yes aur yah sath me thodi mystery bhi hai. yah figure out karne me ki kya real hai aur kya nahi.,Yeah its like its got a bit of mystery too. Trying to figure out what's real and what's not.
Dream world me Logon ke dreams me Dom Cobb ke bare me kuch infiltration he.,Something about Dom Cobb infiltrates peoples dreams in a dream world.
"haan, uska ek way to different worlds aur interesting creatures create karne kaa.","Yes, he has a way of creating different worlds and interesting creatures."
hello,Hello
I know...but mai glad hu ki usne aisa nahi kiya,I know.. but I'm glad he prevailed
Mujhe to yahi lagta hai. Kya tumhe lagta hai ho gaya? Kya humne enough turns submit kar di hain?,I think so. Do you think we are done? Have we submitted enough turns?
"mujhe bhi yeh baat sahi lagi, wo nayi thi. halaki, wo pehle din hi Nick se trick ho gayi, wo is position k liye qualified hi nahi thi","I agree with that, it was unfair. However, she got tricked by Nick on her first day I honestly don't think she was qualified for the position."
kaash main bata sakta.,I WISH I COULD TELL YOU
aur koi badi actors hein kya is mein?,Any other big name actors in it?
aap kaunse member ko dislike karte ho?,Which member do you dislike?
Michael caine ne,Micheal Caine
I have. Mujhe achi lagi ye.,I have. I loved it.
mai shaya isey dekhunga. mujhe thrillers pasand hain.,I might have to check it out. I love thrillers.
seriously! kya voh vaakahi mein matrix reloaded ko knocked off kiya. us box office me se voh bhi first week mein?,Seriously! Did you know it knocked off The Matrix Reloaded from the box office during its first week?
Morgan Freeman apne saare roles mein badhiya hai.,Morgan Freeman is a good in all his roles
uske ek naye friend ne use vaapas usi being ke paas le gaya jisne use pehle heal kiya tha.Usne bataya ki true love hi use bacha sakta hai.Mein ending spoil nahi karna chahti.,One of her new friends takes her back to the same being who healed her before. He says that an act of true love is the only thing that can save her now. I won't spoil the ending.
WBU?,WBU?
tumhe hawkeye ke baar mein kaisa feel hota hai?,How do you feel about hawkeye?
"WAIT, LETTERS THO WAAKAHI MEIN SMALL HEIN IS DOCUMENT MEIN","Wait, the letters are very small on the document."
"Thanks, mei dekhati hui. Achi baat hai","thanks, I will watch it. SOunds good"
Woh pack ka leader hai. Main nahin samjhta avengers itne popular hote agar woh leader nahin hota team ka.,He is the leader of the pack. I really dont think the averages would be as popular as it is if he wasn't the leader of the team
Nixon ne demand ki thi post barred krne ke liye white house se.,Nixon actually demanded that the Post be barred from the White House.
"Haan, ratings decent hain.",YES THE RATINGS ARE DECENT
tumhe nahi ki Elisa ka childhood definitely sad tha?,Elisa's childhood was definitely sad don't you think?
Maine kabhi director Damien Chzelle ke baare mein nhi sunna,I've never heard of the director Damien Chazelle
Hi. main chahta hun tum Guillermo del Toro ki The Shape of Water check karo.,HI!. I want you to check out The Shape of Water by Guillermo del Toro.
mai biswas rakhta hu,after I believe
tumhara favorite scene kya hai? mujhe vo jab ve restaurant mein gig kar rahe the.,What was your favorite scene? I liked the one while they were doing a gig at a restaurant.
I agree. Main samjh sakta hu kyun iski wajeh se Batman crime fighting mein life pursue karne lag gaya.,I agree. I can see why it led to Batman pursuing a life of crime fighting.
oh Earnes cobb ki ek sharp tongue associate hai.,Oh Earnes is a sharp tongue associate of Cobb.
"haan yar, voh movie toh badiya rated paaya tha aur jab voh release ke samay toh bahut revolutionary ban gaya tha","Yes, the movie is rated very highly and was kind of revolutionary at the time it was released."
Oh lekin CinemaScore A hai uska.,Oh but the CinemaScore is an A.
kya tum is movie ko dobara dekhoge?,Would you rewatch the movie?
powder scene tho badi scary hein.. muje yakin hi nahi ki unke paas antidote hein,The powder scene was very scary. I cannot believe they had an antidote.
Isme Roy Schneider aur Richard Dreyfuss hai. Characters bahut real lagte hain.,Roy Schneider and Richard Dreyfuss are in it. The characters seem very real.
bachon ke liye toh jyada gruesome ho gaye,It may be too gruesome for children though!
Just a moment. Mujhe document read karna padega.,Just a moment. I have to read the document.
"haan yar, muje bhi kuch aisa hi laga ki jaws yek action movie hein",I do somewhat is jaws an action movie?
Haan main uske character ke liye sorry feel karta hu par uska character kafi zyada uske Friends days se milta julta hai.,Yes I feel sorry for her character but her character sounds too much like her Friends days.
hi,hi
muje us swarms ka bats kuch yaad nahi hein,I didn't remember the part about the swarm of bats.
"acha, tho kab voh apne start kiya","so, even when he starts his own, huh?"
Toys animated ho jate hai jab koi paas nahi hota hai.,The tpys are animated when no one is around
any khilaunon ke bahut saare aadaan-pradaan karate hain aur vyangy ko dilachasp rakhate hain,Lots of other toys interact and keep the soty interesting
Hanks bahut badiya hai.,Hanks is awesome
oh... ok. danyavad clarification de ne ke liye.,Oh....ok. Thank you for clarifying.
kya voh toy horse ke he?,Is there a toy horse?
main isake baare mein jyaada nahin jaanata. kya aap mujhe taaza kar sakate hain?,I don't know much about it.. can you refresh me?
mein kaafi saalon se usse kuch movies mein nahi dekha,I have not seen him in any movies in years
"Woh sach mein sad ghatna thi kyonki woh uske parents ka ghar tha, hai na?",It was really sad because it was his parents' house right?
"ha overall definitly yah yek majedar moive hai,dekhane layak moive hai",Yes. It was definitely an amazing movie overall. Well worth seeing!
"ye American Neo-noir action flick ke sort ki he. ek critic ne ise ""fired up, ferocious B movie fun ab asse adhik hum nahi pa sakte"" ki tarah descerib kiya he.","Its sort of an American neo-noir action flick. One critic described it as ""fired up, ferocious B movie fun we can't get enough of""."
"kya ye marvel movies like he, comedy par heavy or classic action movies ki tarah zayada he",is it like the marvel movies heavy on the comedy or more like classic action movies
acha tho kya hum aapas mein message share kar sakthe hein kya?,Okay so I wonder what we're supposed to exchange messages about?
Spoiler ki chetavani!!!!,spoiler alert!!!!
meri soch se cast badhiya thi.,I thought the cast was good.
"Hello, ham kis movie ke bare mei baat kar rahe hai?","Hello, what movie are we talking about?"
funny actors tho ache hein,Funny actors would make it good
"topiyaan ke lie khed hai, yogy","opps sorry for the caps,lol"
Tumhara favorite member kaun hai first avengers mein se?,Who is your favorite member from the first avengers?
Kya aap Infinity wars ke baare mein excited hain?,Are you excited about infinity wars?
haa ye sahi hai jaha se mene dekha,yes that is correct from what I can see
Mujhe pasand pasand nahi aata jab wo koi diaogue sing karte hai.,I don't like when they sing the dialogue
"Aur movie me, Court ke rules The Newspaper 6-3, ye Shocker hona chahiye the.","and in the movie, the court rules the newspaper 6-3, that must of been a shocker"
Yeh bhi true hai.,This is true too
muje winter pasand hein lekin yeh ache ki liye nahi hein,I love Winter but this is not good
shaayad haasy sookshm hai. mujhe yaad hai ki vaastav mein isamen jyaada haasy dekhane ko nahin mila,"Perhaps the humor is subtle. I recall not really seeing to much humor in it though,"
mera choti cousin pucha ki voh kya hein aur kyon us loog kon hein aur bla bla. isliye mein children ko nahi influence karne devunga.,"My young cousin asked me what they were and why he was making them what they do to people, etc. So it might not influence most children but definitely some."
Movie ek chhote bacche Kevin k baare me hai jise uski family Christmas Vacation manane jaate hue abandon kar deti hai,the movie is about a young child named Kevin who was abandoned by his family when they went for their Christmas vacation
Mera second paragraph abhi aya,My second paragraph just came up
"U.S. aur Soviets ki rivalry ki ye Awesome, fantasy aur thrilling argument hai","Awesome, fantasy and thrilling argument of the rivalry between U.S. and the Soviets."
mere pas bahut aaccha action thriller reccomendation hi.,I have a really great action thriller reccomendation for you
mere paas bhi,mine also
ye mind boggler hai,it is a mind boggler
"jesse eisenberg, andrew garfield, armie hammer aur max minghella thoda familiar nahi hein..uska id bhi kuch IMBD","Jesse Eisenberg, Andrew Garfield, Armie Hammer , and Max Minghella, not famailiar with any of those, id have to look on IMBD"
is movie tho social network ke bare mein hein,The movie is The Social Network
voh ache job portraying kiya mute cleaner ke tarah is film mein. lekin love story tho sad hein,"She did an amazing job portraying a mute cleaner in this film, but the love story was so sad as well."
"wo us creature ko stun aur immobilize kar dete hai, aur lab mein study ke liye lock kar dete hain","They stun and immobilize the creature, and then lock him in the lab for study"
BELFORT FALL SE LED HEIN,it led to Belfort fall
nahi he doesnt care,no he doesnt care
"haan, kuch horrible feel huva. muej us animals ko yaad aaya","Yeah, that is something I felt horrible about as well. It reminded me of animals in a cage."
muje yakin hi nahi hota ki uska mansion flames mein burnt huva,I cannot believe his mansion burnt down in flames
"ofcourse, God yaani morgan freeman ne apna din ko save kara aur bruce ko bola","And of course, God (Morgan Freeman) steps in to save the day and tells Bruce what he should do."
Thor lol. Mujhe hamesha comics ka character pasand aaya toh main bahut excited tha dekhne wo movie mein kaise play hua,Thor lol. I've always liked the character in the comics so i was really excited to see it played out in a movie.
IMDB rating usually itni high nahi hoti.,IMDB ratings usually aren't that high
